BHID,DEPTH,DIP,AZIMTH,DIPREL,AZMREL,SURTYP
EA0701R,95.000,-85.700,89.890,HIGH,HIGH,WIRE
EA0701R,100.000,-85.030,91.460,HIGH,HIGH,WIRE
EA0701R,105.000,-84.840,89.380,HIGH,HIGH,WIRE
EA0701R,110.000,-84.360,85.600,HIGH,HIGH,WIRE
EA0701R,115.000,-84.220,78.170,HIGH,HIGH,WIRE
EA0702R,.000,-89.780,351.520,HIGH,HIGH,WIRE
EA0702R,5.000,-89.520,290.710,HIGH,HIGH,WIRE
EA0702R,10.000,-89.390,333.990,HIGH,HIGH,WIRE
EA0702R,15.000,-89.350,341.840,HIGH,HIGH,WIRE
EA0702R,20.000,-89.010,357.740,HIGH,HIGH,WIRE
EA0702R,25.000,-88.680,.070,HIGH,HIGH,WIRE
EA0702R,30.000,-88.380,3.430,HIGH,HIGH,WIRE
EA0702R,35.000,-88.160,3.700,HIGH,HIGH,WIRE
EA0702R,40.000,-87.720,6.380,HIGH,HIGH,WIRE
EA0702R,45.000,-87.170,.070,HIGH,HIGH,WIRE
EA0702R,50.000,-87.500,2.110,HIGH,HIGH,WIRE
EA0702R,55.000,-87.030,.850,HIGH,HIGH,WIRE
EA0702R,60.000,-86.680,359.100,HIGH,HIGH,WIRE
EA0702R,65.000,-86.210,.910,HIGH,HIGH,WIRE
EA0702R,70.000,-86.420,358.800,HIGH,HIGH,WIRE
EA0702R,75.000,-86.110,1.120,HIGH,HIGH,WIRE
EA0702R,80.000,-85.670,357.850,HIGH,HIGH,WIRE
EA0702R,85.000,-85.850,4.270,HIGH,HIGH,WIRE
EA0702R,90.000,-85.890,2.720,HIGH,HIGH,WIRE
EA0702R,95.000,-85.540,5.600,HIGH,HIGH,WIRE
EA0702R,100.000,-85.610,3.430,HIGH,HIGH,WIRE
EA0702R,105.000,-84.500,2.520,HIGH,HIGH,WIRE
EA0702R,110.000,-84.060,349.420,HIGH,HIGH,WIRE
EA0702R,115.000,-83.940,354.090,HIGH,HIGH,WIRE
EA0702R,120.000,-83.720,354.540,HIGH,HIGH,WIRE
EA0702R,125.000,-83.410,346.050,HIGH,HIGH,WIRE
EA0702R,130.000,-83.200,348.970,HIGH,HIGH,WIRE
EA0702R,135.000,-83.460,345.320,HIGH,HIGH,WIRE
EA0702R,140.000,-82.930,343.480,HIGH,HIGH,WIRE
EA0702R,145.000,-83.210,342.560,HIGH,HIGH,WIRE
EA0702R,150.000,-83.090,342.380,HIGH,HIGH,WIRE
EA0703R,.000,-89.960,135.310,HIGH,HIGH,WIRE
EA0703R,5.000,-89.960,356.190,HIGH,HIGH,WIRE
EA0703R,10.000,-89.820,252.500,HIGH,HIGH,WIRE
EA0703R,15.000,-89.820,263.900,HIGH,HIGH,WIRE
EA0703R,20.000,-89.890,252.230,HIGH,HIGH,WIRE
EA0703R,25.000,-89.520,301.740,HIGH,HIGH,WIRE
EA0703R,30.000,-89.010,331.470,HIGH,HIGH,WIRE
EA0703R,35.000,-88.480,349.380,HIGH,HIGH,WIRE
EA0703R,40.000,-87.650,351.700,HIGH,HIGH,WIRE
EA0703R,45.000,-87.450,1.650,HIGH,HIGH,WIRE
EA0703R,50.000,-86.740,.500,HIGH,HIGH,WIRE
EA0703R,55.000,-86.630,2.970,HIGH,HIGH,WIRE
EA0703R,60.000,-85.660,357.830,HIGH,HIGH,WIRE
EA0703R,65.000,-85.890,359.780,HIGH,HIGH,WIRE
EA0703R,70.000,-85.900,.660,HIGH,HIGH,WIRE
EA0703R,75.000,-85.740,2.730,HIGH,HIGH,WIRE
EA0703R,80.000,-85.420,358.720,HIGH,HIGH,WIRE
EA0703R,85.000,-85.530,357.620,HIGH,HIGH,WIRE
EA0703R,90.000,-85.400,355.860,HIGH,HIGH,WIRE
EA0703R,95.000,-85.310,1.270,HIGH,HIGH,WIRE
EA0703R,100.000,-85.180,4.340,HIGH,HIGH,WIRE
EA0703R,105.000,-85.200,8.480,HIGH,HIGH,WIRE
EA0703R,110.000,-85.170,11.950,HIGH,HIGH,WIRE
EA0703R,115.000,-85.160,17.470,HIGH,HIGH,WIRE
EA0703R,120.000,-85.440,16.890,HIGH,HIGH,WIRE
EA0703R,125.000,-85.810,16.720,HIGH,HIGH,WIRE
EA0703R,130.000,-85.920,19.340,HIGH,HIGH,WIRE
EA0703R,135.000,-85.770,23.860,HIGH,HIGH,WIRE
EA0703R,140.000,-85.980,27.390,HIGH,HIGH,WIRE
EA0703R,145.000,-86.060,29.010,HIGH,HIGH,WIRE
EA0703R,150.000,-86.350,31.510,HIGH,HIGH,WIRE
EA0703R,155.000,-86.130,38.630,HIGH,HIGH,WIRE
EA0703R,160.000,-87.210,53.680,HIGH,HIGH,WIRE
EA0703R,165.000,-87.980,54.640,HIGH,HIGH,WIRE
EA0704R,.000,-89.870,177.880,HIGH,HIGH,WIRE
EA0704R,5.000,-89.630,94.020,HIGH,HIGH,WIRE
EA0704R,10.000,-89.890,20.180,HIGH,HIGH,WIRE
EA0704R,15.000,-89.200,28.100,HIGH,HIGH,WIRE
EA0704R,20.000,-89.010,62.370,HIGH,HIGH,WIRE
EA0704R,25.000,-88.810,56.120,HIGH,HIGH,WIRE
EA0704R,30.000,-88.820,65.070,HIGH,HIGH,WIRE
EA0704R,35.000,-88.340,62.120,HIGH,HIGH,WIRE
EA0704R,40.000,-88.100,78.920,HIGH,HIGH,WIRE
EA0704R,45.000,-87.410,87.920,HIGH,HIGH,WIRE
EA0704R,50.000,-87.520,92.840,HIGH,HIGH,WIRE
EA0704R,55.000,-86.760,98.830,HIGH,HIGH,WIRE
EA0704R,60.000,-86.900,100.780,HIGH,HIGH,WIRE
EA0704R,65.000,-86.640,101.990,HIGH,HIGH,WIRE
EA0704R,70.000,-86.130,107.970,HIGH,HIGH,WIRE
EA0704R,75.000,-86.310,107.400,HIGH,HIGH,WIRE
EA0704R,80.000,-86.600,110.910,HIGH,HIGH,WIRE
EA0704R,85.000,-86.200,112.400,HIGH,HIGH,WIRE
EA0704R,90.000,-85.510,111.640,HIGH,HIGH,WIRE
EA0704R,95.000,-85.410,110.850,HIGH,HIGH,WIRE
EA0704R,100.000,-85.120,106.630,HIGH,HIGH,WIRE
EA0704R,105.000,-84.910,108.910,HIGH,HIGH,WIRE
EA0704R,110.000,-84.900,109.960,HIGH,HIGH,WIRE
EA0704R,115.000,-84.420,113.370,HIGH,HIGH,WIRE
EA0704R,120.000,-84.410,111.030,HIGH,HIGH,WIRE
EA0704R,125.000,-84.310,116.790,HIGH,HIGH,WIRE
EA0704R,130.000,-84.080,113.540,HIGH,HIGH,WIRE
EA0704R,135.000,-84.610,115.340,HIGH,HIGH,WIRE
EA0704R,140.000,-84.550,114.990,HIGH,HIGH,WIRE
EA0704R,145.000,-83.580,120.230,HIGH,HIGH,WIRE
EA0704R,150.000,-84.050,120.880,HIGH,HIGH,WIRE
EA0704R,155.000,-84.280,121.570,HIGH,HIGH,WIRE
EA0704R,160.000,-84.310,116.540,HIGH,HIGH,WIRE
EA0704R,165.000,-84.070,113.330,HIGH,HIGH,WIRE
EA0705R,.000,-89.950,35.450,HIGH,HIGH,WIRE
EA0705R,5.000,-89.660,20.900,HIGH,HIGH,WIRE
EA0705R,10.000,-89.180,21.970,HIGH,HIGH,WIRE
EA0705R,15.000,-89.010,27.780,HIGH,HIGH,WIRE
EA0705R,20.000,-88.340,34.560,HIGH,HIGH,WIRE
EA0705R,25.000,-88.160,46.280,HIGH,HIGH,WIRE
EA0705R,30.000,-88.150,44.290,HIGH,HIGH,WIRE
EA0705R,35.000,-88.140,54.940,HIGH,HIGH,WIRE
EA0705R,40.000,-87.820,52.940,HIGH,HIGH,WIRE
EA0705R,45.000,-87.420,56.840,HIGH,HIGH,WIRE
EA0705R,50.000,-87.340,60.630,HIGH,HIGH,WIRE
EA0705R,55.000,-87.900,61.840,HIGH,HIGH,WIRE
EA0705R,60.000,-88.080,59.960,HIGH,HIGH,WIRE
EA0705R,65.000,-88.400,64.320,HIGH,HIGH,WIRE
EA0705R,70.000,-88.550,83.280,HIGH,HIGH,WIRE
EA0705R,75.000,-88.670,100.090,HIGH,HIGH,WIRE
EA0705R,80.000,-88.650,103.690,HIGH,HIGH,WIRE
EA0705R,85.000,-88.690,107.650,HIGH,HIGH,WIRE
EA0705R,90.000,-88.070,112.170,HIGH,HIGH,WIRE
EA0705R,95.000,-87.870,112.380,HIGH,HIGH,WIRE
EA0705R,100.000,-87.920,113.380,HIGH,HIGH,WIRE
EA0705R,105.000,-87.320,109.600,HIGH,HIGH,WIRE
EA0705R,110.000,-87.050,110.840,HIGH,HIGH,WIRE
EA0705R,115.000,-87.490,107.440,HIGH,HIGH,WIRE
EA0706R,.000,-89.830,188.170,HIGH,HIGH,WIRE
EA0706R,5.000,-89.500,129.010,HIGH,HIGH,WIRE
EA0706R,10.000,-89.070,114.730,HIGH,HIGH,WIRE
EA0706R,15.000,-88.770,94.210,HIGH,HIGH,WIRE
EA0706R,20.000,-88.860,87.560,HIGH,HIGH,WIRE
EA0706R,25.000,-88.560,88.260,HIGH,HIGH,WIRE
EA0706R,30.000,-88.560,90.190,HIGH,HIGH,WIRE
EA0706R,35.000,-89.090,98.590,HIGH,HIGH,WIRE
EA0706R,40.000,-88.970,115.210,HIGH,HIGH,WIRE
EA0706R,45.000,-89.020,111.970,HIGH,HIGH,WIRE
EA0706R,50.000,-88.920,111.400,HIGH,HIGH,WIRE
EA0706R,55.000,-88.850,111.320,HIGH,HIGH,WIRE
EA0706R,60.000,-89.000,106.880,HIGH,HIGH,WIRE
EA0706R,65.000,-88.980,98.040,HIGH,HIGH,WIRE
EA0706R,70.000,-89.070,88.600,HIGH,HIGH,WIRE
EA0706R,75.000,-88.940,85.190,HIGH,HIGH,WIRE
EA0706R,80.000,-88.560,60.000,HIGH,HIGH,WIRE
EA0706R,85.000,-88.830,36.390,HIGH,HIGH,WIRE
EA0706R,90.000,-88.240,32.960,HIGH,HIGH,WIRE
EA0707R,.000,-89.950,148.920,HIGH,HIGH,WIRE
EA0707R,5.000,-89.940,63.000,HIGH,HIGH,WIRE
EA0707R,10.000,-89.930,115.430,HIGH,HIGH,WIRE
EA0707R,15.000,-89.420,74.300,HIGH,HIGH,WIRE
EA0707R,20.000,-88.970,57.260,HIGH,HIGH,WIRE
EA0707R,25.000,-88.530,50.980,HIGH,HIGH,WIRE
EA0707R,30.000,-88.090,45.930,HIGH,HIGH,WIRE
EA0707R,35.000,-87.940,45.070,HIGH,HIGH,WIRE
EA0707R,40.000,-87.720,42.870,HIGH,HIGH,WIRE
EA0707R,45.000,-87.260,38.210,HIGH,HIGH,WIRE
EA0707R,50.000,-86.830,38.380,HIGH,HIGH,WIRE
EA0707R,55.000,-86.620,35.290,HIGH,HIGH,WIRE
EA0707R,60.000,-86.040,35.890,HIGH,HIGH,WIRE
EA0707R,65.000,-85.430,36.670,HIGH,HIGH,WIRE
EA0707R,70.000,-85.450,34.870,HIGH,HIGH,WIRE
EA0707R,75.000,-85.750,35.570,HIGH,HIGH,WIRE
EA0707R,80.000,-86.070,35.050,HIGH,HIGH,WIRE
EA0707R,85.000,-86.240,34.400,HIGH,HIGH,WIRE
EA0708R,.000,-89.710,122.710,HIGH,HIGH,WIRE
EA0708R,5.000,-89.570,85.200,HIGH,HIGH,WIRE
EA0708R,10.000,-89.360,65.610,HIGH,HIGH,WIRE
EA0708R,15.000,-88.910,50.680,HIGH,HIGH,WIRE
EA0708R,20.000,-88.350,34.220,HIGH,HIGH,WIRE
EA0708R,25.000,-87.570,25.340,HIGH,HIGH,WIRE
EA0708R,30.000,-87.080,20.220,HIGH,HIGH,WIRE
EA0708R,35.000,-86.790,6.940,HIGH,HIGH,WIRE
EA0708R,40.000,-86.360,13.310,HIGH,HIGH,WIRE
EA0708R,45.000,-86.170,11.190,HIGH,HIGH,WIRE
EA0708R,50.000,-85.600,9.370,HIGH,HIGH,WIRE
EA0708R,55.000,-85.450,12.290,HIGH,HIGH,WIRE
EA0708R,60.000,-84.630,17.870,HIGH,HIGH,WIRE
EA0708R,65.000,-84.230,18.240,HIGH,HIGH,WIRE
EA0708R,70.000,-83.360,21.130,HIGH,HIGH,WIRE
EA0708R,75.000,-82.710,36.330,HIGH,HIGH,WIRE
EA0708R,80.000,-82.750,27.460,HIGH,HIGH,WIRE
EA0708R,85.000,-81.950,28.310,HIGH,HIGH,WIRE
EA0709R,.000,-89.550,64.910,HIGH,HIGH,WIRE
EA0709R,5.000,-87.430,23.000,HIGH,HIGH,WIRE
EA0709R,10.000,-86.750,21.450,HIGH,HIGH,WIRE
EA0709R,15.000,-86.570,15.900,HIGH,HIGH,WIRE
EA0709R,20.000,-86.230,17.960,HIGH,HIGH,WIRE
EA0709R,25.000,-86.170,13.430,HIGH,HIGH,WIRE
EA0709R,30.000,-85.760,15.060,HIGH,HIGH,WIRE
EA0709R,35.000,-85.570,17.610,HIGH,HIGH,WIRE
EA0709R,40.000,-84.890,16.630,HIGH,HIGH,WIRE
EA0709R,45.000,-84.890,17.910,HIGH,HIGH,WIRE
EA0709R,50.000,-84.260,10.380,HIGH,HIGH,WIRE
EA0709R,55.000,-84.480,9.510,HIGH,HIGH,WIRE
EA0709R,60.000,-84.240,5.870,HIGH,HIGH,WIRE
EA0709R,65.000,-84.700,7.220,HIGH,HIGH,WIRE
EA0709R,70.000,-84.540,3.870,HIGH,HIGH,WIRE
EA0709R,75.000,-84.790,5.480,HIGH,HIGH,WIRE
EA0709R,80.000,-85.060,3.910,HIGH,HIGH,WIRE
EA0709R,85.000,-85.400,.790,HIGH,HIGH,WIRE
EA0709R,90.000,-85.620,359.390,HIGH,HIGH,WIRE
EA0709R,95.000,-85.550,4.740,HIGH,HIGH,WIRE
EA0710R,.000,-89.920,198.520,HIGH,HIGH,WIRE
EA0710R,5.000,-89.960,289.980,HIGH,HIGH,WIRE
EA0710R,10.000,-89.950,321.990,HIGH,HIGH,WIRE
EA0710R,15.000,-89.960,331.090,HIGH,HIGH,WIRE
EA0710R,20.000,-89.920,1.600,HIGH,HIGH,WIRE
EA0710R,25.000,-89.930,123.640,HIGH,HIGH,WIRE
EA0710R,30.000,-89.640,101.240,HIGH,HIGH,WIRE
EA0710R,35.000,-89.240,77.620,HIGH,HIGH,WIRE
EA0710R,40.000,-88.610,76.490,HIGH,HIGH,WIRE
EA0710R,45.000,-87.950,68.690,HIGH,HIGH,WIRE
EA0710R,50.000,-87.230,50.220,HIGH,HIGH,WIRE
EA0710R,55.000,-86.590,43.780,HIGH,HIGH,WIRE
EA0710R,60.000,-87.210,41.930,HIGH,HIGH,WIRE
EA0710R,65.000,-86.430,33.460,HIGH,HIGH,WIRE
EA0710R,70.000,-85.680,39.440,HIGH,HIGH,WIRE
EA0711R,.000,-89.840,29.910,HIGH,HIGH,WIRE
EA0711R,5.000,-89.850,152.650,HIGH,HIGH,WIRE
EA0711R,10.000,-89.590,45.660,HIGH,HIGH,WIRE
EA0711R,15.000,-89.250,10.060,HIGH,HIGH,WIRE
EA0711R,20.000,-88.700,354.460,HIGH,HIGH,WIRE
EA0711R,25.000,-88.300,348.530,HIGH,HIGH,WIRE
EA0711R,30.000,-88.110,337.980,HIGH,HIGH,WIRE
EA0711R,35.000,-88.190,335.030,HIGH,HIGH,WIRE
EA0711R,40.000,-88.430,327.530,HIGH,HIGH,WIRE
EA0711R,45.000,-87.730,322.870,HIGH,HIGH,WIRE
EA0711R,50.000,-87.220,321.880,HIGH,HIGH,WIRE
EA0711R,55.000,-87.240,329.930,HIGH,HIGH,WIRE
EA0711R,60.000,-87.160,334.890,HIGH,HIGH,WIRE
EA0711R,65.000,-87.500,335.170,HIGH,HIGH,WIRE
EA0711R,70.000,-87.030,336.500,HIGH,HIGH,WIRE
EA0711R,75.000,-86.640,339.420,HIGH,HIGH,WIRE
EA0711R,80.000,-86.720,335.180,HIGH,HIGH,WIRE
EA0711R,85.000,-86.580,330.950,HIGH,HIGH,WIRE
EA0711R,90.000,-86.950,324.660,HIGH,HIGH,WIRE
EA0711R,95.000,-86.890,332.140,HIGH,HIGH,WIRE
EA0711R,100.000,-87.810,334.380,HIGH,HIGH,WIRE
EA0712R,.000,-89.740,7.820,HIGH,HIGH,WIRE
EA0712R,5.000,-89.750,304.130,HIGH,HIGH,WIRE
EA0712R,10.000,-89.740,271.450,HIGH,HIGH,WIRE
EA0712R,15.000,-89.770,284.380,HIGH,HIGH,WIRE
EA0712R,20.000,-89.820,281.960,HIGH,HIGH,WIRE
EA0712R,25.000,-89.710,313.560,HIGH,HIGH,WIRE
EA0712R,30.000,-89.170,323.530,HIGH,HIGH,WIRE
EA0712R,35.000,-88.820,342.680,HIGH,HIGH,WIRE
EA0712R,40.000,-88.660,336.850,HIGH,HIGH,WIRE
EA0712R,45.000,-87.610,332.600,HIGH,HIGH,WIRE
EA0712R,50.000,-86.230,327.370,HIGH,HIGH,WIRE
EA0712R,55.000,-86.060,319.790,HIGH,HIGH,WIRE
EA0712R,60.000,-85.940,313.270,HIGH,HIGH,WIRE
EA0712R,65.000,-85.510,302.780,HIGH,HIGH,WIRE
EA0712R,70.000,-84.930,304.500,HIGH,HIGH,WIRE
EA0712R,75.000,-84.580,283.510,HIGH,HIGH,WIRE
EA0712R,80.000,-84.360,281.390,HIGH,HIGH,WIRE
EA0712R,85.000,-83.000,281.200,HIGH,HIGH,WIRE
EA0712R,90.000,-83.350,285.320,HIGH,HIGH,WIRE
EA0712R,95.000,-83.930,289.920,HIGH,HIGH,WIRE
EA0712R,100.000,-84.210,285.170,HIGH,HIGH,WIRE
EA0713R,.000,-89.740,101.450,HIGH,HIGH,WIRE
EA0713R,5.000,-89.680,22.330,HIGH,HIGH,WIRE
EA0713R,10.000,-89.570,358.890,HIGH,HIGH,WIRE
EA0713R,15.000,-89.720,356.620,HIGH,HIGH,WIRE
EA0713R,20.000,-89.310,345.840,HIGH,HIGH,WIRE
EA0713R,25.000,-89.310,351.430,HIGH,HIGH,WIRE
EA0713R,30.000,-88.920,11.150,HIGH,HIGH,WIRE
EA0713R,35.000,-88.630,26.180,HIGH,HIGH,WIRE
EA0713R,40.000,-88.400,48.610,HIGH,HIGH,WIRE
EA0713R,45.000,-88.740,59.370,HIGH,HIGH,WIRE
EA0713R,50.000,-88.790,74.040,HIGH,HIGH,WIRE
EA0713R,55.000,-88.320,66.940,HIGH,HIGH,WIRE
EA0713R,60.000,-88.100,71.550,HIGH,HIGH,WIRE
EA0713R,65.000,-88.090,65.280,HIGH,HIGH,WIRE
EA0713R,70.000,-87.590,59.310,HIGH,HIGH,WIRE
EA0713R,75.000,-87.080,60.280,HIGH,HIGH,WIRE
EA0713R,80.000,-87.190,49.680,HIGH,HIGH,WIRE
EA0713R,85.000,-85.620,38.210,HIGH,HIGH,WIRE
EA0713R,90.000,-86.160,41.350,HIGH,HIGH,WIRE
EA0713R,95.000,-86.110,40.150,HIGH,HIGH,WIRE
EA0714R,.000,-89.710,337.600,HIGH,HIGH,WIRE
EA0714R,5.000,-89.740,309.920,HIGH,HIGH,WIRE
EA0714R,10.000,-89.630,334.540,HIGH,HIGH,WIRE
EA0714R,15.000,-89.680,336.240,HIGH,HIGH,WIRE
EA0714R,20.000,-89.500,21.220,HIGH,HIGH,WIRE
EA0714R,25.000,-89.160,30.610,HIGH,HIGH,WIRE
EA0714R,30.000,-88.660,26.310,HIGH,HIGH,WIRE
EA0714R,35.000,-87.920,15.090,HIGH,HIGH,WIRE
EA0714R,40.000,-87.540,15.030,HIGH,HIGH,WIRE
EA0714R,45.000,-87.370,14.440,HIGH,HIGH,WIRE
EA0714R,50.000,-87.420,5.310,HIGH,HIGH,WIRE
EA0714R,55.000,-87.730,5.170,HIGH,HIGH,WIRE
EA0714R,60.000,-88.310,4.800,HIGH,HIGH,WIRE
EA0714R,65.000,-88.810,354.420,HIGH,HIGH,WIRE
EA0714R,70.000,-88.730,4.830,HIGH,HIGH,WIRE
EA0714R,75.000,-88.270,14.500,HIGH,HIGH,WIRE
EA0714R,80.000,-88.680,7.590,HIGH,HIGH,WIRE
EA0714R,85.000,-88.750,10.960,HIGH,HIGH,WIRE
EA0714R,90.000,-88.790,3.090,HIGH,HIGH,WIRE
EA0714R,95.000,-88.040,359.230,HIGH,HIGH,WIRE
EA0715R,.000,-89.970,113.030,HIGH,HIGH,WIRE
EA0715R,5.000,-89.950,44.790,HIGH,HIGH,WIRE
EA0715R,10.000,-89.970,18.320,HIGH,HIGH,WIRE
EA0715R,15.000,-89.990,339.680,HIGH,HIGH,WIRE
EA0715R,20.000,-89.800,320.220,HIGH,HIGH,WIRE
EA0715R,25.000,-89.270,325.460,HIGH,HIGH,WIRE
EA0715R,30.000,-88.830,312.600,HIGH,HIGH,WIRE
EA0715R,35.000,-88.590,321.200,HIGH,HIGH,WIRE
EA0715R,40.000,-88.740,322.050,HIGH,HIGH,WIRE
EA0715R,45.000,-88.470,327.260,HIGH,HIGH,WIRE
EA0715R,50.000,-88.640,335.990,HIGH,HIGH,WIRE
EA0715R,55.000,-87.520,340.970,HIGH,HIGH,WIRE
EA0715R,60.000,-87.260,343.660,HIGH,HIGH,WIRE
EA0715R,65.000,-87.310,345.800,HIGH,HIGH,WIRE
EA0715R,70.000,-87.150,346.810,HIGH,HIGH,WIRE
EA0715R,75.000,-86.990,351.370,HIGH,HIGH,WIRE
EA0715R,80.000,-86.290,348.190,HIGH,HIGH,WIRE
EA0715R,85.000,-86.670,355.770,HIGH,HIGH,WIRE
EA0715R,90.000,-86.160,356.190,HIGH,HIGH,WIRE
EA0715R,95.000,-85.820,357.430,HIGH,HIGH,WIRE
EA0715R,100.000,-85.980,359.570,HIGH,HIGH,WIRE
EA0715R,105.000,-85.670,357.710,HIGH,HIGH,WIRE
EA0715R,110.000,-85.330,358.020,HIGH,HIGH,WIRE
EA0715R,115.000,-85.080,356.650,HIGH,HIGH,WIRE
EA0715R,120.000,-85.120,355.970,HIGH,HIGH,WIRE
EA0715R,125.000,-85.250,356.900,HIGH,HIGH,WIRE
EA0715R,130.000,-85.380,355.960,HIGH,HIGH,WIRE
EA0715R,135.000,-85.430,353.650,HIGH,HIGH,WIRE
EA0715R,140.000,-85.440,353.730,HIGH,HIGH,WIRE
EA0715R,145.000,-85.480,352.740,HIGH,HIGH,WIRE
EA0715R,150.000,-85.270,353.060,HIGH,HIGH,WIRE
EA0715R,155.000,-85.040,354.590,HIGH,HIGH,WIRE
EA0715R,160.000,-85.400,347.830,HIGH,HIGH,WIRE
EA0715R,165.000,-85.470,347.220,HIGH,HIGH,WIRE
EA0715R,170.000,-85.340,343.450,HIGH,HIGH,WIRE
EA0715R,175.000,-85.370,339.250,HIGH,HIGH,WIRE
EA0715R,180.000,-85.410,336.030,HIGH,HIGH,WIRE
EA0715R,185.000,-85.340,333.070,HIGH,HIGH,WIRE
EA0715R,190.000,-84.530,332.420,HIGH,HIGH,WIRE
EA0715R,195.000,-84.460,334.150,HIGH,HIGH,WIRE
EA0716R,.000,-89.710,253.990,HIGH,HIGH,WIRE
EA0716R,5.000,-89.740,205.360,HIGH,HIGH,WIRE
EA0716R,10.000,-89.790,150.020,HIGH,HIGH,WIRE
EA0716R,15.000,-89.760,124.130,HIGH,HIGH,WIRE
EA0716R,20.000,-89.600,99.450,HIGH,HIGH,WIRE
EA0716R,25.000,-89.490,76.490,HIGH,HIGH,WIRE
EA0716R,30.000,-89.560,81.490,HIGH,HIGH,WIRE
EA0716R,35.000,-89.480,61.330,HIGH,HIGH,WIRE
EA0716R,40.000,-89.630,48.610,HIGH,HIGH,WIRE
EA0716R,45.000,-89.600,22.890,HIGH,HIGH,WIRE
EA0716R,50.000,-89.490,343.770,HIGH,HIGH,WIRE
EA0716R,55.000,-89.010,322.770,HIGH,HIGH,WIRE
EA0716R,60.000,-88.790,302.250,HIGH,HIGH,WIRE
EA0716R,65.000,-88.440,291.730,HIGH,HIGH,WIRE
EA0716R,70.000,-87.840,288.530,HIGH,HIGH,WIRE
EA0716R,75.000,-87.800,285.950,HIGH,HIGH,WIRE
EA0716R,80.000,-87.780,287.500,HIGH,HIGH,WIRE
EA0716R,85.000,-87.260,279.530,HIGH,HIGH,WIRE
EA0716R,90.000,-87.880,303.360,HIGH,HIGH,WIRE
EA0716R,95.000,-87.200,301.520,HIGH,HIGH,WIRE
EA0717R,.000,-89.940,275.660,HIGH,HIGH,WIRE
EA0717R,5.000,-89.940,223.450,HIGH,HIGH,WIRE
EA0717R,10.000,-89.940,158.940,HIGH,HIGH,WIRE
EA0717R,15.000,-89.890,115.600,HIGH,HIGH,WIRE
EA0717R,20.000,-89.790,122.650,HIGH,HIGH,WIRE
EA0717R,25.000,-89.810,162.190,HIGH,HIGH,WIRE
EA0717R,30.000,-89.230,131.300,HIGH,HIGH,WIRE
EA0717R,35.000,-88.950,124.090,HIGH,HIGH,WIRE
EA0717R,40.000,-89.160,131.310,HIGH,HIGH,WIRE
EA0717R,45.000,-88.960,121.000,HIGH,HIGH,WIRE
EA0717R,50.000,-88.840,119.910,HIGH,HIGH,WIRE
EA0717R,55.000,-88.530,125.970,HIGH,HIGH,WIRE
EA0717R,60.000,-88.270,127.900,HIGH,HIGH,WIRE
EA0717R,65.000,-88.610,130.820,HIGH,HIGH,WIRE
EA0717R,70.000,-88.110,132.030,HIGH,HIGH,WIRE
EA0717R,75.000,-88.350,133.920,HIGH,HIGH,WIRE
EA0717R,80.000,-89.030,133.500,HIGH,HIGH,WIRE
EA0717R,85.000,-88.270,143.620,HIGH,HIGH,WIRE
EA0717R,90.000,-88.690,141.980,HIGH,HIGH,WIRE
EA0717R,95.000,-88.270,144.210,HIGH,HIGH,WIRE
EA0717R,100.000,-88.140,142.190,HIGH,HIGH,WIRE
EA0717R,105.000,-88.860,144.290,HIGH,HIGH,WIRE
EA0718R,.000,-89.940,315.190,HIGH,HIGH,WIRE
EA0718R,5.000,-89.810,97.730,HIGH,HIGH,WIRE
EA0718R,10.000,-89.590,69.050,HIGH,HIGH,WIRE
EA0718R,15.000,-89.280,58.720,HIGH,HIGH,WIRE
EA0718R,20.000,-88.890,48.290,HIGH,HIGH,WIRE
EA0718R,25.000,-88.100,41.170,HIGH,HIGH,WIRE
EA0718R,30.000,-87.680,36.850,HIGH,HIGH,WIRE
EA0718R,35.000,-87.400,33.940,HIGH,HIGH,WIRE
EA0718R,40.000,-87.530,35.300,HIGH,HIGH,WIRE
EA0718R,45.000,-87.410,33.040,HIGH,HIGH,WIRE
EA0718R,50.000,-87.590,30.900,HIGH,HIGH,WIRE
EA0718R,55.000,-87.670,29.190,HIGH,HIGH,WIRE
EA0718R,60.000,-87.370,28.720,HIGH,HIGH,WIRE
EA0718R,65.000,-86.860,29.020,HIGH,HIGH,WIRE
EA0718R,70.000,-87.010,28.120,HIGH,HIGH,WIRE
EA0718R,75.000,-86.830,32.190,HIGH,HIGH,WIRE
EA0718R,80.000,-86.530,31.220,HIGH,HIGH,WIRE
EA0718R,85.000,-86.590,30.900,HIGH,HIGH,WIRE
EA0718R,90.000,-85.850,29.150,HIGH,HIGH,WIRE
EA0718R,95.000,-86.080,28.360,HIGH,HIGH,WIRE
EA0718R,100.000,-85.740,26.300,HIGH,HIGH,WIRE
EA0718R,105.000,-86.170,22.530,HIGH,HIGH,WIRE
EA0718R,110.000,-85.840,23.060,HIGH,HIGH,WIRE
EA0718R,115.000,-86.030,21.470,HIGH,HIGH,WIRE
EA0718R,120.000,-85.490,26.080,HIGH,HIGH,WIRE
EA0718R,125.000,-85.510,20.150,HIGH,HIGH,WIRE
EA0718R,130.000,-85.470,17.090,HIGH,HIGH,WIRE
EA0718R,135.000,-84.900,21.450,HIGH,HIGH,WIRE
EA0718R,140.000,-84.300,24.150,HIGH,HIGH,WIRE
