
1,0,0,0,25,25,0
2,0,25,0,50,0,0,25,25
3,0,50,0,75,0,25,25,50
4,0,75,0,100,0,50,25,75
5,0,100,0,125,0,75,25,100
6,0,125,0,150,0,100,25,125
7,0,150,0,175,0,125,25,150
8,0,175,0,200,0,150,25,175
9,0,200,0,225,0,175,25,200
10,0,225,0,250,0,200,25,225
11,0,250,0,275,0,225,25,250
12,0,275,0,300,0,250,25,275
13,0,300,0,325,0,275,25,300
14,0,325,0,350,0,300,25,325
15,0,350,0,375,0,325,25,350
16,0,375,0,400,0,350,25,375
17,0,400,0,425,0,375,25,400
18,0,425,0,450,0,400,25,425
19,0,450,0,475,0,425,25,450
20,0,475,0,500,0,450,25,475
21,0,500,0,525,0,475,25,500
22,0,525,0,550,0,500,25,525
23,0,550,0,575,0,525,25,550
24,0,575,0,600,0,550,25,575
25,0,600,0,625,0,575,25,600
26,0,625,0,650,0,600,25,625
27,0,650,0,675,0,625,25,650
28,0,675,0,700,0,650,25,675
29,0,700,0,725,0,675,25,700
30,0,725,0,750,0,700,25,725
31,0,750,0,775,0,725,25,750
32,0,775,0,800,0,750,25,775
33,0,800,0,825,0,775,25,800
34,0,825,0,850,0,800,25,825
35,0,850,0,875,0,825,25,850
36,0,875,0,900,0,850,25,875
37,0,900,0,925,0,875,25,900
38,0,925,0,950,0,900,25,925
39,0,950,0,975,0,925,25,950
40,0,975,0,1000,0,950,25,975
41,25,0,25,25,50,0,0,0
42,25,25,25,50,25,0,50,25,0,25
43,25,50,25,75,25,25,50,50,0,50
44,25,75,25,100,25,50,50,75,0,75
45,25,100,25,125,25,75,50,100,0,100
46,25,125,25,150,25,100,50,125,0,125
47,25,150,25,175,25,125,50,150,0,150
48,25,175,25,200,25,150,50,175,0,175
49,25,200,25,225,25,175,50,200,0,200
50,25,225,25,250,25,200,50,225,0,225
51,25,250,25,275,25,225,50,250,0,250
52,25,275,25,300,25,250,50,275,0,275
53,25,300,25,325,25,275,50,300,0,300
54,25,325,25,350,25,300,50,325,0,325
55,25,350,25,375,25,325,50,350,0,350
56,25,375,25,400,25,350,50,375,0,375
57,25,400,25,425,25,375,50,400,0,400
58,25,425,25,450,25,400,50,425,0,425
59,25,450,25,475,25,425,50,450,0,450
60,25,475,25,500,25,450,50,475,0,475
61,25,500,25,525,25,475,50,500,0,500
62,25,525,25,550,25,500,50,525,0,525
63,25,550,25,575,25,525,50,550,0,550
64,25,575,25,600,25,550,50,575,0,575
65,25,600,25,625,25,575,50,600,0,600
66,25,625,25,650,25,600,50,625,0,625
67,25,650,25,675,25,625,50,650,0,650
68,25,675,25,700,25,650,50,675,0,675
69,25,700,25,725,25,675,50,700,0,700
70,25,725,25,750,25,700,50,725,0,725
71,25,750,25,775,25,725,50,750,0,750
72,25,775,25,800,25,750,50,775,0,775
73,25,800,25,825,25,775,50,800,0,800
74,25,825,25,850,25,800,50,825,0,825
75,25,850,25,875,25,825,50,850,0,850
76,25,875,25,900,25,850,50,875,0,875
77,25,900,25,925,25,875,50,900,0,900
78,25,925,25,950,25,900,50,925,0,925
79,25,950,25,975,25,925,50,950,0,950
80,25,975,25,1000,25,950,50,975,0,975
81,50,0,50,25,75,0,25,0
82,50,25,50,50,50,0,75,25,25,25
83,50,50,50,75,50,25,75,50,25,50
84,50,75,50,100,50,50,75,75,25,75
85,50,100,50,125,50,75,75,100,25,100
86,50,125,50,150,50,100,75,125,25,125
87,50,150,50,175,50,125,75,150,25,150
88,50,175,50,200,50,150,75,175,25,175
89,50,200,50,225,50,175,75,200,25,200
90,50,225,50,250,50,200,75,225,25,225
91,50,250,50,275,50,225,75,250,25,250
92,50,275,50,300,50,250,75,275,25,275
93,50,300,50,325,50,275,75,300,25,300
94,50,325,50,350,50,300,75,325,25,325
95,50,350,50,375,50,325,75,350,25,350
96,50,375,50,400,50,350,75,375,25,375
97,50,400,50,425,50,375,75,400,25,400
98,50,425,50,450,50,400,75,425,25,425
99,50,450,50,475,50,425,75,450,25,450
100,50,475,50,500,50,450,75,475,25,475
101,50,500,50,525,50,475,75,500,25,500
102,50,525,50,550,50,500,75,525,25,525
103,50,550,50,575,50,525,75,550,25,550
104,50,575,50,600,50,550,75,575,25,575
105,50,600,50,625,50,575,75,600,25,600
106,50,625,50,650,50,600,75,625,25,625
107,50,650,50,675,50,625,75,650,25,650
108,50,675,50,700,50,650,75,675,25,675
109,50,700,50,725,50,675,75,700,25,700
110,50,725,50,750,50,700,75,725,25,725
111,50,750,50,775,50,725,75,750,25,750
112,50,775,50,800,50,750,75,775,25,775
113,50,800,50,825,50,775,75,800,25,800
114,50,825,50,850,50,800,75,825,25,825
115,50,850,50,875,50,825,75,850,25,850
116,50,875,50,900,50,850,75,875,25,875
117,50,900,50,925,50,875,75,900,25,900
118,50,925,50,950,50,900,75,925,25,925
119,50,950,50,975,50,925,75,950,25,950
120,50,975,50,1000,50,950,75,975,25,975
121,75,0,75,25,100,0,50,0
